pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_bmasse,pl_bmassj,ttv_flag,st_logg,sy_dist,sy_gaiamag
G 264-012 c,G 264-012,1,2,Radial Velocity,2021,Calar Alto Observatory,8.0518,0.0525,3.75,0.0118,0,4.85,16.009,11.7617
G 9-40 b,G 9-40,1,1,Transit,2019,K2,5.7459945,,,,0,4.91,27.9276,12.7331
G 9-40 b,G 9-40,1,1,Transit,2019,K2,5.746007,0.0385,11.7,0.03681,0,4.93,27.9276,12.7331
G 9-40 b,G 9-40,1,1,Transit,2019,K2,5.745912,,,,0,4.94,27.9276,12.7331
GJ 1002 b,GJ 1002,1,2,Radial Velocity,2022,Multiple Observatories,10.3465,0.0457,1.08,0.0034,0,5.1,4.84867,11.7804
GJ 1002 c,GJ 1002,1,2,Radial Velocity,2022,Multiple Observatories,21.202,0.0738,1.36,0.00428,0,5.1,4.84867,11.7804
GJ 1061 b,GJ 1061,1,3,Radial Velocity,2020,La Silla Observatory,3.204,0.021,1.37,0.00431,0,,3.67278,10.9889
GJ 1061 c,GJ 1061,1,3,Radial Velocity,2020,La Silla Observatory,6.689,0.035,1.74,0.00547,0,,3.67278,10.9889
GJ 1061 d,GJ 1061,1,3,Radial Velocity,2020,La Silla Observatory,13.031,0.054,1.64,0.00516,0,,3.67278,10.9889
GJ 1132 b,GJ 1132,1,2,Transit,2015,Cerro Tololo Inter-American Observatory,1.62893,,1.62,0.0051,0,,12.613,12.138
GJ 1132 b,GJ 1132,1,2,Transit,2015,Cerro Tololo Inter-American Observatory,,,1.58,0.00497,0,,12.613,12.138
GJ 1132 b,GJ 1132,1,2,Transit,2015,Cerro Tololo Inter-American Observatory,1.6289322,,,,0,4.86,12.613,12.138
GJ 1132 b,GJ 1132,1,2,Transit,2015,Cerro Tololo Inter-American Observatory,1.628931,0.0153,1.66,0.00522,0,,12.613,12.138
GJ 1132 b,GJ 1132,1,2,Transit,2015,Cerro Tololo Inter-American Observatory,1.6289287,0.01533,1.63,0.00513,0,4.88,12.613,12.138
GJ 1132 c,GJ 1132,1,2,Radial Velocity,2018,La Silla Observatory,8.929,0.0476,2.64,0.00831,0,,12.613,12.138
GJ 1148 b,GJ 1148,1,2,Radial Velocity,2010,W. M. Keck Observatory,41.38,0.166,96.7,0.30425,0,4.87,11.0143,10.5769
GJ 1148 b,GJ 1148,1,2,Radial Velocity,2010,W. M. Keck Observatory,41.375,0.1686,107.74383,0.339,0,4.88,11.0143,10.5769
GJ 1148 b,GJ 1148,1,2,Radial Velocity,2010,W. M. Keck Observatory,41.397,0.163506,94.7094,0.298,0,4.87,11.0143,10.5769
GJ 1148 c,GJ 1148,1,2,Radial Velocity,2017,Calar Alto Observatory,535.9,0.9302,82.63539,0.26,0,4.88,11.0143,10.5769
GJ 1148 c,GJ 1148,1,2,Radial Velocity,2017,Calar Alto Observatory,532.58,0.912,68.06,0.21414,0,4.87,11.0143,10.5769
GJ 1151 c,GJ 1151,1,1,Radial Velocity,2023,Multiple Facilities,389.7,0.5714,10.62,0.03341,0,5.09,8.03625,11.6938
GJ 1214 b,GJ 1214,1,1,Transit,2009,MEarth Project,1.58040482,,6.45,0.02,0,5.12,14.6427,13.0089
GJ 1214 b,GJ 1214,1,1,Transit,2009,MEarth Project,1.58040481,,,,0,5,14.6427,13.0089
GJ 1214 b,GJ 1214,1,1,Transit,2009,MEarth Project,1.5803925,,6.55,0.021,0,4.99,14.6427,13.0089
GJ 1214 b,GJ 1214,1,1,Transit,2009,MEarth Project,,,,,0,5,14.6427,13.0089
GJ 1214 b,GJ 1214,1,1,Transit,2009,MEarth Project,1.58040487,,6.37,0.02004,0,4.94,14.6427,13.0089
GJ 1214 b,GJ 1214,1,1,Transit,2009,MEarth Project,1.5804043,,,,0,,14.6427,13.0089
GJ 1214 b,GJ 1214,1,1,Transit,2009,MEarth Project,1.58040482,,6.43,0.02,0,4.99,14.6427,13.0089
GJ 1214 b,GJ 1214,1,1,Transit,2009,MEarth Project,1.58040456,0.01411,6.26125,0.0197,0,4.94,14.6427,13.0089
GJ 1214 b,GJ 1214,1,1,Transit,2009,MEarth Project,1.58040481,,,,0,5,14.6427,13.0089
GJ 1214 b,GJ 1214,1,1,Transit,2009,MEarth Project,1.5804049,,,,0,,14.6427,13.0089
GJ 1214 b,GJ 1214,1,1,Transit,2009,MEarth Project,1.58040417,,,,0,4.99,14.6427,13.0089
GJ 1214 b,GJ 1214,1,1,Transit,2009,MEarth Project,1.58040494,,,,0,5.04,14.6427,13.0089
GJ 1214 b,GJ 1214,1,1,Transit,2009,MEarth Project,1.58040835,,,,0,5.04,14.6427,13.0089
GJ 1214 b,GJ 1214,1,1,Transit,2009,MEarth Project,1.58040465,,,,0,5.04,14.6427,13.0089
GJ 1214 b,GJ 1214,1,1,Transit,2009,MEarth Project,1.58040433,0.0149,8.17,0.02571,0,5.03,14.6427,13.0089
GJ 1214 b,GJ 1214,1,1,Transit,2009,MEarth Project,1.58040454,,,,0,4.99,14.6427,13.0089
GJ 1252 b,GJ 1252,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.5182349,0.00916,2.09,0.00658,0,,20.373,11.2364
GJ 1252 b,GJ 1252,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.51823846,,,,0,4.89,20.373,11.2364
GJ 1252 b,GJ 1252,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.5182418,,,,0,,20.373,11.2364
GJ 1252 b,GJ 1252,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.5182331,,1.32,0.00415,0,,20.373,11.2364
GJ 1252 b,GJ 1252,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.5182416,0.00915,1.32,0.00415,0,,20.373,11.2364
GJ 1265 b,GJ 1265,1,1,Radial Velocity,2018,Calar Alto Observatory,3.6511,0.026,7.4,0.02328,0,5.09,10.2525,12.0807
GJ 143 b,GJ 143,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),35.6134391,,,,0,4.32,16.32,7.67906
GJ 143 b,GJ 143,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),35.61253,0.1915,22.7,0.07142,0,4.61,16.32,7.67906
GJ 143 b,GJ 143,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),35.589,0.1932,30.63,0.09637,0,,16.32,7.67906
GJ 15 A b,GJ 15 A,2,2,Radial Velocity,2014,W. M. Keck Observatory,11.4407,0.072,3.03,0.00953,0,4.87,3.56228,7.2162
GJ 15 A b,GJ 15 A,2,2,Radial Velocity,2014,W. M. Keck Observatory,11.4432,0.0732,5.43487,0.0171,0,4.89,3.56228,7.2162
GJ 15 A b,GJ 15 A,2,2,Radial Velocity,2014,W. M. Keck Observatory,11.4433,0.0717,5.35,0.01683,0,4.9,3.56228,7.2162
GJ 15 A c,GJ 15 A,2,2,Radial Velocity,2018,Roque de los Muchachos Observatory,7600,5.4,36,0.11327,0,4.87,3.56228,7.2162
GJ 160.2 b,GJ 160.2,1,1,Radial Velocity,2014,Multiple Observatories,5.2354,0.053,10.2,0.03209,0,,25.8557,9.20154
GJ 163 b,GJ 163,1,3,Radial Velocity,2013,La Silla Observatory,8.63182,0.0607,10.6,0.03335,0,,15.1285,10.6771
GJ 163 c,GJ 163,1,3,Radial Velocity,2013,La Silla Observatory,25.63058,0.1254,6.8,0.0214,0,,15.1285,10.6771
GJ 163 d,GJ 163,1,3,Radial Velocity,2013,La Silla Observatory,603.95116,1.0304,29.4,0.0925,0,,15.1285,10.6771
GJ 179 b,GJ 179,1,1,Radial Velocity,2009,W. M. Keck Observatory,2333,2.523,239.00696,0.752,0,4.87,12.356,10.7055
GJ 179 b,GJ 179,1,1,Radial Velocity,2009,W. M. Keck Observatory,2303,2.424,301.93699,0.95,0,4.83,12.356,10.7055
GJ 179 b,GJ 179,1,1,Radial Velocity,2009,W. M. Keck Observatory,2288,2.41,260.61,0.82,0,4.83,12.356,10.7055
GJ 180 b,GJ 180,1,3,Radial Velocity,2014,Multiple Observatories,17.133,0.092,6.49,0.02042,0,,11.9407,9.93395
GJ 180 b,GJ 180,1,3,Radial Velocity,2014,Multiple Observatories,17.38,0.103,8.3,0.02611,0,,11.9407,9.93395
GJ 180 c,GJ 180,1,3,Radial Velocity,2014,Multiple Observatories,24.329,0.129,6.4,0.02014,0,,11.9407,9.93395
GJ 180 d,GJ 180,1,3,Radial Velocity,2020,Multiple Facilities,106.3,0.309,7.56,0.02379,0,,11.9407,9.93395
GJ 2030 b,GJ 2030,1,2,Radial Velocity,2022,Multiple Observatories,2.38129,0.034,4.76743,0.015,0,,37.0788,6.02088
GJ 2030 c,GJ 2030,1,2,Radial Velocity,2022,Multiple Observatories,25533.11353,16.761,4069.15709,12.803,0,,37.0788,6.02088
GJ 2056 b,GJ 2056,1,1,Radial Velocity,2020,Multiple Observatories,69.971,0.283,16.2,0.05097,0,,28.4434,9.72281
GJ 229 A c,GJ 229,2,2,Radial Velocity,2020,Multiple Facilities,121.93268,0.384,8.58137,0.027,0,,5.75624,7.30724
GJ 229 A c,GJ 229,2,2,Radial Velocity,2020,Multiple Facilities,121.995,0.339,7.268,0.02287,0,,5.75624,7.30724
GJ 229 b,GJ 229,2,2,Radial Velocity,2014,Multiple Observatories,579.47495,1.086,14.93794,0.047,0,,5.75624,7.30724
GJ 229 b,GJ 229,2,2,Radial Velocity,2014,Multiple Observatories,471,0.97,32,0.10068,0,,5.75624,7.30724
GJ 229 b,GJ 229,2,2,Radial Velocity,2014,Multiple Observatories,526.115,0.898,8.478,0.02667,0,,5.75624,7.30724
GJ 251 b,GJ 251,1,1,Radial Velocity,2020,W. M. Keck Observatory,14.238,0.0818,4,0.01259,0,4.96,5.58057,8.85518
GJ 27.1 b,GJ 27.1,1,1,Radial Velocity,2014,Multiple Observatories,15.819,0.101,13,0.0409,0,,23.6062,10.579
GJ 273 b,GJ 273,1,2,Radial Velocity,2017,La Silla Observatory,18.6498,0.091101,2.89,0.00909,0,,5.921535,
GJ 273 c,GJ 273,1,2,Radial Velocity,2017,La Silla Observatory,4.7234,0.036467,1.18,0.00371,0,,5.921535,
GJ 3021 b,GJ 3021,2,1,Radial Velocity,2000,La Silla Observatory,133.71,0.49,1071.04,3.37,0,4.7,17.5559,6.39729
GJ 3082 b,GJ 3082,1,1,Radial Velocity,2020,Multiple Facilities,11.949,0.079,8.2,0.0258,0,,16.6186,10.2011
GJ 3090 b,GJ 3090,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.8531016,,,,0,4.76,22.4751,10.5521
GJ 3090 b,GJ 3090,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.8531054,0.03165,3.34,0.01051,0,4.73,22.4751,10.5521
GJ 3138 b,GJ 3138,1,3,Radial Velocity,2017,La Silla Observatory,1.22003,0.0197,1.78,0.0056,0,,28.4712,10.1924
GJ 3138 c,GJ 3138,1,3,Radial Velocity,2017,La Silla Observatory,5.974,0.057,4.18,0.01315,0,,28.4712,10.1924
GJ 3138 d,GJ 3138,1,3,Radial Velocity,2017,La Silla Observatory,257.8,0.698,10.5,0.03304,0,,28.4712,10.1924
GJ 317 b,GJ 317,1,2,Radial Velocity,2007,W. M. Keck Observatory,692.9,0.95,381.4,1.2,0,,15.1968,10.7539
GJ 317 b,GJ 317,1,2,Radial Velocity,2007,W. M. Keck Observatory,695.66,1.151,557.1,1.75282,0,,15.1968,10.7539
GJ 317 b,GJ 317,1,2,Radial Velocity,2007,W. M. Keck Observatory,692,1.15,794.5,2.5,0,,15.1968,10.7539
GJ 317 b,GJ 317,1,2,Radial Velocity,2007,W. M. Keck Observatory,695.36,1.18,588.93604,1.853,0,4.82,15.1968,10.7539
GJ 317 c,GJ 317,1,2,Radial Velocity,2018,W. M. Keck Observatory,7500,5.78,531.72692,1.673,0,4.82,15.1968,10.7539
GJ 317 c,GJ 317,1,2,Radial Velocity,2018,W. M. Keck Observatory,6739.323,5.23,522.5,1.64396,0,,15.1968,10.7539
GJ 317 c,GJ 317,1,2,Radial Velocity,2018,W. M. Keck Observatory,5312,,489.4582,1.54,0,,15.1968,10.7539
GJ 317 c,GJ 317,1,2,Radial Velocity,2018,W. M. Keck Observatory,10000,25,635.66,2,0,,15.1968,10.7539
GJ 3222 b,GJ 3222,2,1,Radial Velocity,2022,Multiple Observatories,10.66669,0.091,11.44182,0.036,0,,18.23817,
GJ 328 b,GJ 328,1,2,Radial Velocity,2013,McDonald Observatory,4100,4.5,731,2.3,0,,20.5266,9.2861
GJ 328 b,GJ 328,1,2,Radial Velocity,2013,McDonald Observatory,3771,4.11,797.7493,2.51,0,4.64,20.5266,9.2861
GJ 328 c,GJ 328,1,2,Radial Velocity,2023,Roque de los Muchachos Observatory,241.8,0.657,21.4,0.06733,0,4.64,20.5266,9.2861
GJ 3293 b,GJ 3293,1,4,Radial Velocity,2015,La Silla Observatory,30.5987,0.14339,23.54,0.07406,0,,20.1903,10.9788
GJ 3293 b,GJ 3293,1,4,Radial Velocity,2015,La Silla Observatory,30.6,0.1434,25.72,0.081,0,,20.1903,10.9788
GJ 3293 c,GJ 3293,1,4,Radial Velocity,2015,La Silla Observatory,122.6196,0.36175,21.09,0.06636,0,,20.1903,10.9788
GJ 3293 c,GJ 3293,1,4,Radial Velocity,2015,La Silla Observatory,123.75,0.364,25.72,0.081,0,,20.1903,10.9788
GJ 3293 d,GJ 3293,1,4,Radial Velocity,2017,La Silla Observatory,48.1345,0.19394,7.6,0.02391,0,,20.1903,10.9788
GJ 3293 e,GJ 3293,1,4,Radial Velocity,2017,La Silla Observatory,13.2543,0.08208,3.28,0.01032,0,,20.1903,10.9788
GJ 3323 b,GJ 3323,1,2,Radial Velocity,2017,La Silla Observatory,5.3636,0.03282,2.02,0.00636,0,,5.37484,10.6467
GJ 3323 c,GJ 3323,1,2,Radial Velocity,2017,La Silla Observatory,40.54,0.1264,2.31,0.00727,0,,5.37484,10.6467
GJ 3341 b,GJ 3341,1,1,Radial Velocity,2015,La Silla Observatory,14.207,0.089,6.6,0.0208,0,,23.619,11.1029
GJ 338 B b,GJ 338 B,2,1,Radial Velocity,2020,Calar Alto Observatory,24.422,0.142,10.6,0.03335,0,4.68,6.33256,7.04775
GJ 338 B b,GJ 338 B,2,1,Radial Velocity,2020,Calar Alto Observatory,24.45,0.141,10.27,0.03231,0,4.68,6.33256,7.04775
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,La Silla Observatory,3.336665,,,,0,4.74,29.4214,11.3537
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,La Silla Observatory,3.3366487,0.031,13.73,0.043,0,4.78,29.4214,11.3537
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,La Silla Observatory,3.33665,0.03557,13.9,0.04373,0,4.66,29.4214,11.3537
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,La Silla Observatory,3.33714,0.0348,14,0.044,0,,29.4214,11.3537
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,La Silla Observatory,3.336649,,12.58,0.03958,0,4.66,29.4214,11.3537
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,La Silla Observatory,3.3366859,,,,0,4.74,29.4214,11.3537
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,La Silla Observatory,3.336649,0.03596,14.1,0.04436,0,4.74,29.4214,11.3537
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,La Silla Observatory,3.336649,,,,0,4.74,29.4214,11.3537
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,La Silla Observatory,3.3366496,0.0355,13.9,0.04373,0,4.7,29.4214,11.3537
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,La Silla Observatory,3.3366413,,,,0,4.74,29.4214,11.3537
GJ 3473 b,GJ 3473,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.1980035,0.01589,1.86,0.00585,0,4.81,27.3644,12.465
GJ 3473 b,GJ 3473,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.19799593,,,,0,4.92,27.3644,12.465
GJ 3473 c,GJ 3473,2,2,Radial Velocity,2020,Multiple Observatories,15.509,0.0876,7.41,0.02331,0,4.81,27.3644,12.465
GJ 3512 b,GJ 3512,1,2,Radial Velocity,2019,Calar Alto Observatory,203.69,0.337,146.20107,0.46,0,,9.48637,13.1117
GJ 3512 b,GJ 3512,1,2,Radial Velocity,2019,Calar Alto Observatory,203.59,0.338,147.15529,0.463,0,,9.48637,13.1117
GJ 3512 c,GJ 3512,1,2,Radial Velocity,2020,Multiple Observatories,1599.6,1.292,63.56568,0.2,0,,9.48637,13.1117
GJ 357 b,GJ 357,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.9306027,,,,0,4.91,9.44181,9.88036
GJ 357 b,GJ 357,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.93072,0.035,1.84,0.00579,0,4.94,9.44181,9.88036
GJ 357 b,GJ 357,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.9306,0.036,,,0,4.94,9.44181,9.88036
GJ 357 c,GJ 357,1,3,Radial Velocity,2019,Multiple Observatories,9.1247,0.061,3.4,0.0107,0,4.94,9.44181,9.88036
GJ 357 d,GJ 357,1,3,Radial Velocity,2019,Multiple Observatories,55.661,0.204,6.1,0.01919,0,4.94,9.44181,9.88036
GJ 3634 b,GJ 3634,1,1,Radial Velocity,2010,La Silla Observatory,2.64561,0.0287,8.4,0.026,0,,20.3779,10.9233
GJ 367 b,GJ 367,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.3219233,,,,0,4.82,9.41263,9.15159
GJ 367 b,GJ 367,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.321962,0.0071,0.546,0.00172,0,4.78,9.41263,9.15159
GJ 367 b,GJ 367,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.3219225,0.00709,0.633,0.00199,0,4.78,9.41263,9.15159
GJ 367 c,GJ 367,1,3,Radial Velocity,2023,La Silla Observatory,11.5301,,4.13,0.01299,0,4.78,9.41263,9.15159
GJ 367 d,GJ 367,1,3,Radial Velocity,2023,La Silla Observatory,34.369,,6.03,0.01897,0,4.78,9.41263,9.15159
GJ 3779 b,GJ 3779,1,1,Radial Velocity,2018,Calar Alto Observatory,3.0232,0.026,8,0.02517,0,5.05,13.743,11.6266
GJ 3929 b,GJ 3929,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.6162745,0.02569,1.21,0.00381,0,4.84,15.8095,11.5109
GJ 3929 b,GJ 3929,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.616235,0.0252,1.75,0.00551,0,4.89,15.8095,11.5109
GJ 3929 b,GJ 3929,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.61627687,,,,0,4.9,15.8095,11.5109
GJ 3929 c,GJ 3929,1,2,Radial Velocity,2022,Multiple Observatories,15.04,0.081,5.71,0.01797,0,4.89,15.8095,11.5109
GJ 393 b,GJ 393,1,1,Radial Velocity,2021,Multiple Observatories,7.02679,0.05402,1.71,0.00538,0,4.88,7.03149,8.67373
GJ 3942 b,GJ 3942,1,1,Radial Velocity,2017,Roque de los Muchachos Observatory,6.905,0.0608,7.14,0.02246,0,4.65,16.9287,9.40765
GJ 3988 b,GJ 3988,1,1,Radial Velocity,2023,Calar Alto Observatory,6.9442,0.0405,3.69,0.01161,0,4.92,9.9105,11.9925
GJ 3998 b,GJ 3998,1,2,Radial Velocity,2016,Roque de los Muchachos Observatory,2.64977,0.029,2.47,0.00777,0,4.77,18.1459,9.98337
GJ 3998 c,GJ 3998,1,2,Radial Velocity,2016,Roque de los Muchachos Observatory,13.74,0.089,6.26,0.0197,0,4.77,18.1459,9.98337
GJ 411 b,GJ 411,1,2,Radial Velocity,2019,Haute-Provence Observatory,12.9394,0.07879,2.69,0.00846,0,4.89,5.675773,
GJ 411 b,GJ 411,1,2,Radial Velocity,2019,Haute-Provence Observatory,12.946,0.0789,2.69,0.00846,0,4.87,5.675773,
GJ 411 b,GJ 411,1,2,Radial Velocity,2019,Haute-Provence Observatory,12.9382,0.07892,2.80325,0.00882,0,4.9,5.675773,
GJ 411 b,GJ 411,1,2,Radial Velocity,2019,Haute-Provence Observatory,12.9532,0.0785,2.99,0.00941,0,,5.675773,
GJ 414 A b,GJ 414 A,2,2,Radial Velocity,2021,W. M. Keck Observatory,50.8,0.2324,7.6,0.02391,0,4.65,11.8893,7.72808
GJ 414 A b,GJ 414 A,2,2,Radial Velocity,2021,W. M. Keck Observatory,51.625,0.2403,10.23407,0.0322,0,4.62,11.8893,7.72808
GJ 414 A c,GJ 414 A,2,2,Radial Velocity,2021,W. M. Keck Observatory,749.83,1.4,53.83,0.16937,0,4.65,11.8893,7.72808
GJ 414 A c,GJ 414 A,2,2,Radial Velocity,2021,W. M. Keck Observatory,744.7,1.424,58.48043,0.184,0,4.62,11.8893,7.72808
GJ 422 b,GJ 422,1,1,Radial Velocity,2014,Multiple Observatories,26.161,0.119,9.9,0.03115,0,,12.6631,10.4771
GJ 422 b,GJ 422,1,1,Radial Velocity,2014,Multiple Observatories,20.129,0.111,11.07,0.03483,0,,12.6631,10.4771
GJ 4276 b,GJ 4276,1,1,Radial Velocity,2019,Calar Alto Observatory,13.352,0.082,16.57,0.05213,0,4.97,21.3362,11.6605
GJ 433 b,GJ 433,1,3,Radial Velocity,2011,La Silla Observatory,7.3697,0.06,5.3,0.01668,0,,9.06456,8.89138
GJ 433 b,GJ 433,1,3,Radial Velocity,2011,La Silla Observatory,7.3709,0.06,6.3566,0.02,0,4.81,9.06456,8.89138
GJ 433 b,GJ 433,1,3,Radial Velocity,2011,La Silla Observatory,7.3705,0.062,6.043,0.01901,0,,9.06456,8.89138
GJ 433 b,GJ 433,1,3,Radial Velocity,2011,La Silla Observatory,7.3709,0.058,5.79,0.018,0,,9.06456,8.89138
GJ 433 c,GJ 433,1,3,Radial Velocity,2014,Multiple Observatories,5094.105,4.819,32.422,0.10201,0,,9.06456,8.89138
GJ 433 c,GJ 433,1,3,Radial Velocity,2014,Multiple Observatories,3400,3.6,45,0.14159,0,,9.06456,8.89138
GJ 433 d,GJ 433,1,3,Radial Velocity,2020,Multiple Facilities,36.059,0.178,5.223,0.01643,0,,9.06456,8.89138
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.64389788,0.03109,23.13802,0.0728,0,4.43,9.75321,9.57148
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.64388561,,,,0,4.8,9.75321,9.57148
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.643943,0.0278,21.3891,0.0673,0,4.8,9.75321,9.57148
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.64386,0.02872,23.1,0.073,0,,9.75321,9.57148
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.6441,0.0278,21.294,0.067,0,,9.75321,9.57148
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.6,0.029,23.201,0.073,0,,9.75321,9.57148
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.64389524,0.02887,23.42407,0.0737,0,4.79,9.75321,9.57148
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,,,21.67601,0.0682,0,,9.75321,9.57148
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.64389751,,,,0,4.84,9.75321,9.57148
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.643892,0.02849,21.23094,0.0668,0,4.84,9.75321,9.57148
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.6438979,0.0287,,,0,4.84,9.75321,9.57148
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.64389803,0.0308,25.4,0.08,0,4.84,9.75321,9.57148
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.6438904,,,,0,5,9.75321,9.57148
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.64385,0.02872,23.1688,0.0729,0,4.84,9.75321,9.57148
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.64385,0.0285,22.6603,0.0713,0,,9.75321,9.57148
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.6438986,,,,0,4.5,9.75321,9.57148
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.643859,0.0278,21.6751,0.0682,0,4.8,9.75321,9.57148
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.64388312,0.0291,22.1,0.07,0,4.79,9.75321,9.57148
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.64389846,,,,0,4.8,9.75321,9.57148
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.644,0.028,21.36,0.06721,0,4.8,9.75321,9.57148
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.64389803,,25.4,0.07992,0,,9.75321,9.57148
GJ 463 b,GJ 463,1,1,Radial Velocity,2022,Multiple Observatories,3448,3.53,492.63403,1.55,0,4.86,18.3554,10.5462
GJ 463 b,GJ 463,1,1,Radial Velocity,2022,Multiple Observatories,3448,3.53,1144.18227,3.6,0,4.86,18.3554,10.5462
GJ 463 b,GJ 463,1,1,Radial Velocity,2022,Multiple Observatories,3448,3.53,1080.61658,3.4,0,4.86,18.3554,10.5462
GJ 480 b,GJ 480,1,1,Radial Velocity,2020,Multiple Observatories,9.567,0.068,13.2,0.04153,0,,14.2358,10.3249
GJ 486 b,GJ 486,1,1,Radial Velocity,2021,Calar Alto Observatory,1.467119,0.01734,2.82,0.00887,0,,8.07426,10.094
GJ 486 b,GJ 486,1,1,Radial Velocity,2021,Calar Alto Observatory,1.46711903,,,,0,4.89,8.07426,10.094
GJ 504 b,GJ 504,1,1,Imaging,2013,Subaru Telescope,,43.5,1271.3,4,0,4.6,17.5299,5.04156
GJ 514 b,GJ 514,1,1,Radial Velocity,2022,Multiple Observatories,140.43,0.422,5.2,0.01636,0,4.76,7.61778,8.20621
GJ 536 b,GJ 536,1,1,Radial Velocity,2016,La Silla Observatory,8.7076,0.06661,5.36,0.01686,0,4.75,10.4092,8.85881
GJ 536 b,GJ 536,1,1,Radial Velocity,2016,La Silla Observatory,8.708,0.067,6.52,0.02051,0,4.73,10.4092,8.85881
GJ 581 b,GJ 581,1,3,Radial Velocity,2005,La Silla Observatory,5.366,0.041,16.6,0.05223,0,,6.2981,9.411
GJ 581 b,GJ 581,1,3,Radial Velocity,2005,La Silla Observatory,5.36841,0.040616,15.6,0.04908,0,,6.2981,9.411
GJ 581 b,GJ 581,1,3,Radial Velocity,2005,La Silla Observatory,5.368,0.041,15.2,0.04782,0,4.89,6.2981,9.411
GJ 581 b,GJ 581,1,3,Radial Velocity,2005,La Silla Observatory,5.36874,0.04,15.65,0.049,0,,6.2981,9.411
GJ 581 b,GJ 581,1,3,Radial Velocity,2005,La Silla Observatory,5.3686,0.04061,15.8,0.0497,0,4.89,6.2981,9.411
GJ 581 b,GJ 581,1,3,Radial Velocity,2005,La Silla Observatory,5.36879,0.04099,16.24103,0.0511,0,4.94,6.2981,9.411
