pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_bmasse,pl_bmassj,ttv_flag,st_logg,sy_dist,sy_gaiamag
BD-00 4475 b,BD-00 4475,1,1,Radial Velocity,2021,Haute-Provence Observatory,723.2,1.48,7961.6016,25.05,0,4.25,42.6402,8.78101
BD-06 1339 b,BD-06 1339,1,2,Radial Velocity,2013,La Silla Observatory,3.8728,0.0428,8.5,0.027,0,4.74,20.2695,9.10677
BD-06 1339 c,BD-06 1339,1,2,Radial Velocity,2013,La Silla Observatory,125.94,0.435,53,0.17,0,4.74,20.2695,9.10677
BD-08 2823 b,BD-08 2823,1,2,Radial Velocity,2009,La Silla Observatory,5.6,0.06,12.7132,0.04,0,4.43,41.3342,9.50331
BD-08 2823 b,BD-08 2823,1,2,Radial Velocity,2009,La Silla Observatory,5.6,0.056,14.4,0.045,0,4.13,41.3342,9.50331
BD-08 2823 c,BD-08 2823,1,2,Radial Velocity,2009,La Silla Observatory,237.6,0.68,104,0.33,0,4.13,41.3342,9.50331
BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000,W. M. Keck Observatory,3.487,0.046,152.55,0.48,0,4.4,84.4069,9.83981
BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000,W. M. Keck Observatory,3.48777,0.04,187.5197,0.59,0,4.69,84.4069,9.83981
BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000,W. M. Keck Observatory,3.48777,0.0452,145.56,0.458,0,4.68,84.4069,9.83981
BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000,W. M. Keck Observatory,3.487905,0.045,142.70495,0.449,0,4.46,84.4069,9.83981
BD-11 4672 b,BD-11 4672,1,2,Radial Velocity,2014,La Silla Observatory,1634,2.36,206.5895,0.65,0,4.64,27.1665,9.48511
BD-11 4672 b,BD-11 4672,1,2,Radial Velocity,2014,La Silla Observatory,1667,2.28,168.44,0.53,0,4.1,27.1665,9.48511
BD-11 4672 c,BD-11 4672,1,2,Radial Velocity,2020,Roque de los Muchachos Observatory,74.2,0.3,15.37,0.04836,0,4.64,27.1665,9.48511
BD-13 2130 b,BD-13 2130,1,1,Radial Velocity,2007,La Silla Observatory,714.3,2.1,3368.998,10.6,0,,925.214,9.69971
BD-13 2130 b,BD-13 2130,1,1,Radial Velocity,2007,La Silla Observatory,714.29999,1.66,3108.3774,9.78,0,2.2,925.214,9.69971
BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008,La Silla Observatory,655.6,1.34,1620.9,5.1,0,4.26,34.4603,9.20112
BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008,La Silla Observatory,655.59998,1.34,905.8155,2.85,0,4.19,34.4603,9.20112
BD-210397 b,BD-210397,1,2,Radial Velocity,2023,La Silla Observatory,1891,2.63,214,0.7,0,4.67,23.7324,9.25962
BD-210397 c,BD-210397,1,2,Radial Velocity,2023,La Silla Observatory,6240,5.9,1525.57635,4.8,0,,23.7324,9.25962
BD-210397 c,BD-210397,1,2,Radial Velocity,2023,La Silla Observatory,6360,5.9,759,2.4,0,4.67,23.7324,9.25962
CD Cet b,CD Cet,1,1,Radial Velocity,2020,Calar Alto Observatory,2.2907,0.0185,3.95,0.01243,0,4.93,8.60715,12.1232
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,Imaging,2011,W. M. Keck Observatory,10037.5,2.6,3337.1,10.5,0,4.72,,
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,Imaging,2021,Hubble Space Telescope,8040000,200,2479.06157,7.8,0,3.85,,
CHXR 73 b,CHXR 73,1,1,Imaging,2006,Hubble Space Telescope,,210,3994.486,12.569,0,,190.374,17.2934
CI Tau b,CI Tau,1,1,Radial Velocity,2019,Multiple Observatories,8.9891,,3686.828,11.6,0,,157.998,12.1454
COCONUTS-2 b,COCONUTS-2 A,1,1,Imaging,2021,NASA Infrared Telescope Facility (IRTF),402000000.00000000,7506,2002.31896,6.3,0,4.83,10.8864,10.146
CT Cha b,CT Cha,1,1,Imaging,2007,Paranal Observatory,,440,5403,17,0,,190.72,11.7733
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,1.5089682,0.02752,390.9309,1.23,0,,787.909,13.457
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,1.5089635,,,,0,4.33,787.909,13.457
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,1.50896877,,,,0,,787.909,13.457
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,1.5089557,,327.35,1.03,0,4.25,787.909,13.457
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,1.5089686,0.02536,327.3649,1.03,0,4.31,787.909,13.457
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,1.50897655,0.0259,340.0781,1.07,0,4.25,787.909,13.457
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,1.5089557,0.0261,359.1479,1.13,0,,787.909,13.457
CoRoT-10 b,CoRoT-10,1,1,Transit,2010,CoRoT,13.2406,0.1055,867.6759,2.73,0,,338.386,14.6645
CoRoT-10 b,CoRoT-10,1,1,Transit,2010,CoRoT,13.2406,0.1055,874,2.75,0,4.65,338.386,14.6645
CoRoT-10 b,CoRoT-10,1,1,Transit,2010,CoRoT,13.2406,0.106,883.5674,2.78,0,4.65,338.386,14.6645
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,2.994325,0.04407,832.7146,2.62,0,,655.037,12.841
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,2.99433,0.044,743.7222,2.34,0,4.26,655.037,12.841
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,2.994325,0.04351,791.3967,2.49,0,,655.037,12.841
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,,,,,0,4.27,655.037,12.841
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,2.99433,0.0436,740.51,2.33,0,4.22,655.037,12.841
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,2.828042,0.0394,281.91521,0.887,0,4.41,1126.37,15.3453
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,2.828042,0.04016,291.438,0.917,0,4.38,1126.37,15.3453
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,2.828042,0.04013,290.81445,0.915,0,,1126.37,15.3453
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,2.82805268,0.0392,277.46559,0.873,0,4.38,1126.37,15.3453
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,2.82803915,,,,0,4.37,1126.37,15.3453
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,2.828041,,,,0,4.38,1126.37,15.3453
CoRoT-13 b,CoRoT-13,1,1,Transit,2010,CoRoT,4.03504444,,,,0,4.47,1148.93,14.9147
CoRoT-13 b,CoRoT-13,1,1,Transit,2010,CoRoT,4.03519,0.051,416.99296,1.312,0,4.26,1148.93,14.9147
CoRoT-13 b,CoRoT-13,1,1,Transit,2010,CoRoT,4.03519,0.051,415.704,1.308,0,4.46,1148.93,14.9147
CoRoT-13 b,CoRoT-13,1,1,Transit,2010,CoRoT,4.03515,,,,0,4.46,1148.93,14.9147
CoRoT-13 b,CoRoT-13,1,1,Transit,2010,CoRoT,4.03519,0.05107,423.03173,1.331,0,,1148.93,14.9147
CoRoT-14 b,CoRoT-14,1,1,Transit,2010,CoRoT,1.51214,0.027,2415.4,7.6,0,4.35,1744.6,15.8116
CoRoT-14 b,CoRoT-14,1,1,Transit,2010,CoRoT,1.51214,0.02691,2358.2986,7.42,0,,1744.6,15.8116
CoRoT-14 b,CoRoT-14,1,1,Transit,2010,CoRoT,1.51214,0.02687,2437.7561,7.67,0,4.34,1744.6,15.8116
CoRoT-16 b,CoRoT-16,1,1,Transit,2011,CoRoT,5.35227,0.0618,168.13207,0.529,0,,732.409,15.6507
CoRoT-16 b,CoRoT-16,1,1,Transit,2011,CoRoT,5.35227,0.0618,170.032,0.535,0,4.36,732.409,15.6507
CoRoT-17 b,CoRoT-17,1,1,Transit,2011,CoRoT,3.7681,0.0461,772.29,2.43,0,4.4,1176.12,15.4368
CoRoT-17 b,CoRoT-17,1,1,Transit,2011,CoRoT,3.7681,0.0481,765.9703,2.41,0,,1176.12,15.4368
CoRoT-17 b,CoRoT-17,1,1,Transit,2011,CoRoT,3.7681,0.0481,781.8618,2.46,0,4.04,1176.12,15.4368
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,CoRoT,1.9000693,0.0295,1099.6918,3.46,0,,764.889,14.8009
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,CoRoT,1.90009,0.0288,1048.839,3.3,0,4.49,764.889,14.8009
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,CoRoT,1.9000693,0.0286,1039.3041,3.27,0,4.44,764.889,14.8009
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,CoRoT,1.9000769,,,,0,4.4,764.889,14.8009
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,CoRoT,1.90008625,,,,0,4.42,764.889,14.8009
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,CoRoT,1.9000693,0.0295,1102.82,3.47,0,4.4,764.889,14.8009
CoRoT-19 b,CoRoT-19,1,1,Transit,2011,CoRoT,3.89712026,,,,0,4.09,790.663,13.7831
CoRoT-19 b,CoRoT-19,1,1,Transit,2011,CoRoT,3.89713,0.0512,346.4347,1.09,0,4.12,790.663,13.7831
CoRoT-19 b,CoRoT-19,1,1,Transit,2011,CoRoT,3.897131,,,,0,4.07,790.663,13.7831
CoRoT-19 b,CoRoT-19,1,1,Transit,2011,CoRoT,3.89713,0.0518,352.78,1.11,0,4.07,790.663,13.7831
CoRoT-19 b,CoRoT-19,1,1,Transit,2011,CoRoT,3.89713,0.05166,367.09365,1.155,0,,790.663,13.7831
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.7429975,,1052.0173,3.31,1,4.3,213.283,12.2489
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.74299673,,,,1,4.48,213.283,12.2489
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.74301433,,,,1,4.48,213.283,12.2489
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.7429935,0.02798,1102.82,3.47,1,,213.283,12.2489
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.7429935,0.02854,1150.5446,3.62,1,4.53,213.283,12.2489
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.74299673,0.0281,1048.839,3.3,1,,213.283,12.2489
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.74299906,,,,1,,213.283,12.2489
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.74299609,,,,1,,213.283,12.2489
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.7429935,0.02835,1134.6531,3.57,1,4.53,213.283,12.2489
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.7429964,0.0281,1051.973,3.31,1,,213.283,12.2489
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.742997,,,,1,4.42,213.283,12.2489
CoRoT-20 b,CoRoT-20,1,2,Transit,2011,CoRoT,9.24323029,,,,0,4.48,844.061,14.4686
CoRoT-20 b,CoRoT-20,1,2,Transit,2011,CoRoT,9.24285,0.0901,1344.4209,4.23,0,,844.061,14.4686
CoRoT-20 b,CoRoT-20,1,2,Transit,2011,CoRoT,9.24318,0.0891,1315.8162,4.14,0,4.35,844.061,14.4686
CoRoT-20 b,CoRoT-20,1,2,Transit,2011,CoRoT,9.24285,0.0902,1347.54,4.24,0,4.2,844.061,14.4686
CoRoT-20 b,CoRoT-20,1,2,Transit,2011,CoRoT,9.24285,0.09,1366.669,4.3,0,,844.061,14.4686
CoRoT-20 b,CoRoT-20,1,2,Transit,2011,CoRoT,9.24285,0.0892,1608.2198,5.06,0,4.23,844.061,14.4686
CoRoT-20 c,CoRoT-20,1,2,Radial Velocity,2018,Multiple Observatories,1675,2.9,5403.11,17,0,,844.061,14.4686
CoRoT-21 b,CoRoT-21,1,1,Transit,2012,CoRoT,2.72474,0.0416,705.5826,2.22,0,,,15.8558
CoRoT-21 b,CoRoT-21,1,1,Transit,2012,CoRoT,2.72474,0.0417,718.2958,2.26,0,3.7,,15.8558
CoRoT-22 b,CoRoT-22,1,1,Transit,2014,CoRoT,9.75598,0.092,12.2,0.038,0,4.36,627.158,13.7305
CoRoT-23 b,CoRoT-23,1,1,Transit,2011,CoRoT,3.6313,0.04809,972.5598,3.06,0,4.01,1060.97,15.0681
CoRoT-23 b,CoRoT-23,1,1,Transit,2011,CoRoT,3.6313,0.0484,982.0947,3.09,0,,1060.97,15.0681
CoRoT-23 b,CoRoT-23,1,1,Transit,2011,CoRoT,3.6313,0.048,889.9,2.8,0,4.3,1060.97,15.0681
CoRoT-24 b,CoRoT-24,1,2,Transit,2014,CoRoT,5.1134,0.056,5.7,0.018,0,4.55,591.555,15.1801
CoRoT-24 c,CoRoT-24,1,2,Transit,2014,CoRoT,11.759,0.098,28,0.088,0,4.55,591.555,15.1801
CoRoT-25 b,CoRoT-25,1,1,Transit,2013,CoRoT,4.86069,0.05789,93.12419,0.293,0,,1103.48,14.711
CoRoT-25 b,CoRoT-25,1,1,Transit,2013,CoRoT,4.86069,0.0578,85.81,0.27,0,4.31,1103.48,14.711
CoRoT-26 b,CoRoT-26,1,1,Transit,2013,CoRoT,4.20474,0.0525,184.3414,0.58,0,,1045.18,15.4682
CoRoT-26 b,CoRoT-26,1,1,Transit,2013,CoRoT,4.20474,0.0526,165.26,0.52,0,3.99,1045.18,15.4682
CoRoT-27 b,CoRoT-27,1,1,Transit,2014,CoRoT,3.57532,0.0467,3273.649,10.3,0,,1010.28,15.3902
CoRoT-27 b,CoRoT-27,1,1,Transit,2014,CoRoT,3.57532,0.0476,3302.11,10.39,0,4.4,1010.28,15.3902
CoRoT-28 b,CoRoT-28,1,1,Transit,2015,CoRoT,5.20851,0.0603,153.82972,0.484,0,3.6,766.183,13.4119
CoRoT-28 b,CoRoT-28,1,1,Transit,2015,CoRoT,5.20851,0.059,152.87623,0.481,0,,766.183,13.4119
CoRoT-29 b,CoRoT-29,1,1,Transit,2015,CoRoT,2.8505615,,,,0,4.33,806.507,15.2394
CoRoT-29 b,CoRoT-29,1,1,Transit,2015,CoRoT,2.85057,0.039,266.9772,0.84,0,,806.507,15.2394
CoRoT-29 b,CoRoT-29,1,1,Transit,2015,CoRoT,2.85057,0.0386,270.1555,0.85,0,4.3,806.507,15.2394
CoRoT-3 b,CoRoT-3,1,1,Transit,2008,CoRoT,4.2567994,0.05694,6747.5309,21.23,0,,768.771,13.2188
CoRoT-3 b,CoRoT-3,1,1,Transit,2008,CoRoT,,,,,0,4.25,768.771,13.2188
CoRoT-3 b,CoRoT-3,1,1,Transit,2008,CoRoT,4.2567994,0.05783,6979.5468,21.96,0,4.19,768.771,13.2188
CoRoT-3 b,CoRoT-3,1,1,Transit,2008,CoRoT,4.2568,,6883.91,21.66,0,4.22,768.771,13.2188
CoRoT-3 b,CoRoT-3,1,1,Transit,2008,CoRoT,4.2567994,0.0574,6814.2752,21.44,0,,768.771,13.2188
CoRoT-30 b,CoRoT-30,1,1,Transit,2020,CoRoT,9.06005,0.0844,921.707,2.9,0,4.4,1032.23,15.413
CoRoT-31 b,CoRoT-31,1,1,Transit,2020,CoRoT,4.62941,0.0586,266.9772,0.84,0,3.85,2005.76,15.4655
CoRoT-35 b,CoRoT-35,1,1,Transit,2022,CoRoT,3.22748,0.0429,349.61125,1.1,1,4.01,1123.21,15.2625
CoRoT-36 b,CoRoT-36,1,1,Transit,2022,CoRoT,5.616531,0.066,216.12332,0.68,0,4.16,925.958,12.9515
CoRoT-4 b,CoRoT-4,1,1,Transit,2008,CoRoT,9.20205,0.09,228.83,0.72,0,4.41,726.412,13.5613
CoRoT-4 b,CoRoT-4,1,1,Transit,2008,CoRoT,9.20164964,,,,0,4.37,726.412,13.5613
CoRoT-4 b,CoRoT-4,1,1,Transit,2008,CoRoT,9.20205,0.09025,223.43449,0.703,0,,726.412,13.5613
CoRoT-4 b,CoRoT-4,1,1,Transit,2008,CoRoT,9.20205,0.0912,232.33373,0.731,0,4.4,726.412,13.5613
CoRoT-5 b,CoRoT-5,1,1,Transit,2009,CoRoT,4.0378962,0.04963,151.92274,0.478,0,,882.472,13.9021
CoRoT-5 b,CoRoT-5,1,1,Transit,2009,CoRoT,4.0378962,0.04947,148.42,0.467,0,4.19,882.472,13.9021
CoRoT-5 b,CoRoT-5,1,1,Transit,2009,CoRoT,4.0378962,0.05004,149.3801,0.47,0,4.41,882.472,13.9021
CoRoT-5 b,CoRoT-5,1,1,Transit,2009,CoRoT,4.0379156,,,,0,,882.472,13.9021
CoRoT-5 b,CoRoT-5,1,1,Transit,2009,CoRoT,4.0379156,0.0495,145.88397,0.459,0,4.34,882.472,13.9021
CoRoT-5 b,CoRoT-5,1,1,Transit,2009,CoRoT,4.03790124,,,,0,4.29,882.472,13.9021
CoRoT-6 b,CoRoT-6,1,1,Transit,2009,CoRoT,8.886593,0.0855,940.7768,2.96,0,4.42,645.294,13.7459
CoRoT-6 b,CoRoT-6,1,1,Transit,2009,CoRoT,8.886593,0.0854,937.5985,2.95,0,,645.294,13.7459
CoRoT-6 b,CoRoT-6,1,1,Transit,2009,CoRoT,8.886593,0.0855,940.74,2.96,0,4.43,645.294,13.7459
CoRoT-6 b,CoRoT-6,1,1,Transit,2009,CoRoT,8.8866287,,,,0,,645.294,13.7459
CoRoT-7 b,CoRoT-7,1,3,Transit,2009,CoRoT,0.85359163,,4.07661,0.01283,0,4.5,159.906,11.5239
CoRoT-7 b,CoRoT-7,1,3,Transit,2009,CoRoT,0.853585,0.0169,6.99226,0.022,0,4.42,159.906,11.5239
CoRoT-7 b,CoRoT-7,1,3,Transit,2009,CoRoT,0.85359159,0.017016,5.74,0.018,0,4.57,159.906,11.5239
CoRoT-7 b,CoRoT-7,1,3,Transit,2009,CoRoT,0.853585,0.017,4.8,0.0151,0,4.52,159.906,11.5239
CoRoT-7 b,CoRoT-7,1,3,Transit,2009,CoRoT,0.85359165,0.017,4.73,0.015,0,4.52,159.906,11.5239
CoRoT-7 b,CoRoT-7,1,3,Transit,2009,CoRoT,0.854,,4.6,0.01447,0,4.54,159.906,11.5239
CoRoT-7 b,CoRoT-7,1,3,Transit,2009,CoRoT,0.8535,,6.056,0.01905,0,,159.906,11.5239
CoRoT-7 b,CoRoT-7,1,3,Transit,2009,CoRoT,0.853585,0.0172,21,0.066,0,4.5,159.906,11.5239
CoRoT-7 c,CoRoT-7,1,3,Radial Velocity,2009,CoRoT,3.697,,13.289,0.04181,0,,159.906,11.5239
CoRoT-7 c,CoRoT-7,1,3,Radial Velocity,2009,CoRoT,3.698,0.046,8.4,0.02643,0,4.52,159.906,11.5239
CoRoT-7 c,CoRoT-7,1,3,Radial Velocity,2009,CoRoT,3.7,0.045,13.56,0.043,0,4.52,159.906,11.5239
CoRoT-7 d,CoRoT-7,1,3,Radial Velocity,2022,La Silla Observatory,8.966,,17.142,0.05393,0,,159.906,11.5239
CoRoT-8 b,CoRoT-8,1,1,Transit,2010,CoRoT,6.212381,0.06339,69.28694,0.218,0,,322.037,14.2195
CoRoT-8 b,CoRoT-8,1,1,Transit,2010,CoRoT,6.21229,0.063,69.92,0.22,0,4.58,322.037,14.2195
CoRoT-8 b,CoRoT-8,1,1,Transit,2010,CoRoT,6.21229,0.0633,68.65128,0.216,0,4.47,322.037,14.2195
CoRoT-8 b,CoRoT-8,1,1,Transit,2010,CoRoT,6.212445,0.0636,69.28694,0.218,0,4.58,322.037,14.2195
CoRoT-9 b,CoRoT-9,2,1,Transit,2009,CoRoT,95.2738,0.407,266.97,0.84,0,4.54,412.98,13.5008
CoRoT-9 b,CoRoT-9,2,1,Transit,2009,CoRoT,95.272656,0.4029,268.88418,0.846,0,,412.98,13.5008
CoRoT-9 b,CoRoT-9,2,1,Transit,2009,CoRoT,95.272725,,,,0,,412.98,13.5008
CoRoT-9 b,CoRoT-9,2,1,Transit,2009,CoRoT,95.2738,0.4027,262.52758,0.826,0,4.48,412.98,13.5008
CoRoT-9 b,CoRoT-9,2,1,Transit,2009,CoRoT,95.272656,0.4021,266.9772,0.84,0,4.54,412.98,13.5008
CoRoTID 223977153 b,CoRoTID 223977153,1,1,Transit,2017,CoRoT,6.7183678,,,,0,4.67,576.683,13.5867
CoRoTID 223977153 b,CoRoTID 223977153,1,1,Transit,2017,CoRoT,6.71837,0.071,47.6745,0.15,0,4.67,576.683,13.5867
DE CVn b,DE CVn,2,1,Eclipse Timing Variations,2018,Multiple Facilities,4098.1,5.75,3823.2733,12.0293,0,,30.5225,11.9752
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,Astrometry,2013,Paranal Observatory,246.36,0.36,9057.77,28.5,0,,,18.5577
DH Tau b,DH Tau,1,1,Imaging,2004,Subaru Telescope,,330,3496,11,0,,134.846,12.4961
DH Tau b,DH Tau,1,1,Imaging,2004,Subaru Telescope,,,3496.13,11,0,4,134.846,12.4961
DMPP-1 b,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,18.57,0.1462,24.27,0.07636,0,4.41,62.5388,7.85032
DMPP-1 c,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,6.584,0.0733,9.6,0.0302,0,4.41,62.5388,7.85032
DMPP-1 d,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,2.882,0.0422,3.35,0.01054,0,4.41,62.5388,7.85032
DMPP-1 e,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,5.516,0.0651,4.13,0.01299,0,4.41,62.5388,7.85032
DMPP-2 b,DMPP-2,1,1,Radial Velocity,2019,Multiple Facilities,5.2072,0.0664,138.89171,0.437,0,4.1,137.94,8.45824
DMPP-3 A b,DMPP-3 A,2,1,Radial Velocity,2019,La Silla Observatory,6.6732,0.0662,2.58,0.00812,0,4.3,45.23,
DMPP-3 A b,DMPP-3 A,2,1,Radial Velocity,2019,La Silla Observatory,6.6736,0.0662,2.58,0.00812,0,,45.23,
DMPP-4 b,DMPP-4,1,1,Radial Velocity,2023,Multiple Observatories,3.4982,0.04853,12.2,0.03839,0,4.24,25.3284,5.60037
DP Leo b,DP Leo,2,1,Eclipse Timing Variations,2009,Yunnan Astronomical Observatory,8693,8.6,1995.88832,6.28,0,,305.684,18.6333
DP Leo b,DP Leo,2,1,Eclipse Timing Variations,2009,Yunnan Astronomical Observatory,10220,8.19,1922.79,6.05,0,,305.684,18.6333
DS Tuc A b,DS Tuc A,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),8.138268,,,,0,,44.0622,8.31926
DS Tuc A b,DS Tuc A,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),8.1387,,413.179,1.3,0,4.6,44.0622,8.31926
DS Tuc A b,DS Tuc A,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),8.13822434,,,,0,4.44,44.0622,8.31926
EPIC 201170410.02,EPIC 201170410,1,1,Transit,2020,K2,6.7987,0.0349,,,0,5,,16.4386
EPIC 201238110 b,EPIC 201238110,1,1,Transit,2019,K2,28.1656,,,,0,,159.259,15.2612
EPIC 201238110 b,EPIC 201238110,1,1,Transit,2019,K2,28.1696,,,,0,,159.259,15.2612
EPIC 201427007 b,EPIC 201427007,1,1,Transit,2021,K2,0.72091,,,,0,4.4,706.391,14.147
EPIC 201497682 b,EPIC 201497682,1,1,Transit,2019,K2,2.13174,,,,0,,253.026,13.7368
EPIC 201595106 b,EPIC 201595106,1,1,Transit,2021,K2,0.877183,,,,0,4.48,232.1,11.6477
EPIC 201595106 b,EPIC 201595106,1,1,Transit,2021,K2,0.877214,,,,0,4.6,232.1,11.6477
EPIC 201595106 b,EPIC 201595106,1,1,Transit,2021,K2,0.87703,,,,0,4.45,232.1,11.6477
EPIC 201615463 c,K2-166,1,2,Transit,2019,K2,3.80464,,,,0,,476.882,11.9456
EPIC 201754305 d,K2-16,1,3,Transit,2019,K2,2.71578,,,,0,,334.967,14.3234
EPIC 201757695.02,EPIC 201757695,1,1,Transit,2020,K2,2.0478,0.0296,,,0,4.66,,
EPIC 201833600 c,K2-50,1,2,Transit,2019,K2,3.96165,,,,0,,257.443,14.2575
EPIC 201833600 c,K2-50,1,2,Transit,2019,K2,3.96151,,,,0,,257.443,14.2575
EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019,K2,4.16888,,,,0,,436.488,14.5885
EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019,K2,4.1698,0.035,,,0,4.59,436.488,14.5885
EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019,K2,4.16959,,,,0,,436.488,14.5885
EPIC 205950854 c,K2-168,1,2,Transit,2019,K2,8.050722,,,,0,,243.935,12.0976
EPIC 205950854 c,K2-168,1,2,Transit,2019,K2,8.0516,,,,0,,243.935,12.0976
EPIC 205950854 c,K2-168,1,2,Transit,2019,K2,8.0468,,,,0,,243.935,12.0976
EPIC 206024342 b,EPIC 206024342,1,3,Transit,2019,K2,4.50756,,,,0,,369.888,12.9682
EPIC 206024342 b,EPIC 206024342,1,3,Transit,2019,K2,4.50717,,,,0,,369.888,12.9682
EPIC 206024342 c,EPIC 206024342,1,3,Transit,2021,K2,0.9116567,,,,0,,369.888,12.9682
EPIC 206024342 c,EPIC 206024342,1,3,Transit,2021,K2,0.911724,,,,0,4.5,369.888,12.9682
EPIC 206024342 c,EPIC 206024342,1,3,Transit,2021,K2,0.911618,,,,0,,369.888,12.9682
EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021,K2,14.647531,,,,0,4.5,369.888,12.9682
EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021,K2,14.637,,,,0,4.2,369.888,12.9682
EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021,K2,14.6435,,,,0,,369.888,12.9682
EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021,K2,14.641541,,,,0,,369.888,12.9682
EPIC 206032309 b,EPIC 206032309,1,1,Transit,2019,K2,2.87814,,,,0,,161.365,16.0689
EPIC 206042996 b,EPIC 206042996,1,2,Transit,2019,K2,5.2986,,,,0,4.8,451.769,15.9752
EPIC 206042996 b,EPIC 206042996,1,2,Transit,2019,K2,5.29853,,,,0,,451.769,15.9752
EPIC 206042996 b,EPIC 206042996,1,2,Transit,2019,K2,5.29711,,,,0,,451.769,15.9752
EPIC 206042996 c,EPIC 206042996,1,2,Transit,2021,K2,0.35490972,,,,0,,451.769,15.9752
EPIC 206042996 c,EPIC 206042996,1,2,Transit,2021,K2,0.354884,,,,0,4.8,451.769,15.9752
EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019,K2,2.25558,,,,0,,109.888,16.1722
EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019,K2,2.255436,,,,0,4.9,109.888,16.1722
EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019,K2,2.25372,,,,0,,109.888,16.1722
EPIC 206317286 b,EPIC 206317286,1,2,Transit,2019,K2,1.58252,,,,0,,314.35,13.774
EPIC 206317286 b,EPIC 206317286,1,2,Transit,2019,K2,1.58316,,,,0,,314.35,13.774
EPIC 206317286 c,EPIC 206317286,1,2,Transit,2022,K2,17.515472,,,,0,4.6,314.35,13.774
EPIC 206317286 c,EPIC 206317286,1,2,Transit,2022,K2,17.501662,,,,0,,314.35,13.774
